,Acquisitions,Explore,Inactive,Raise,Search,Investments,Acquisition Rate,Failure Rate,Still Searching
 'Blake Winchell ',9.0,0.0,0.0,0.0,5.0,14.0,0.6428571428571429,0.0,0.35714285714285715
 'Brett Byers ',6.0,0.0,0.0,0.0,4.0,10.0,0.6,0.0,0.4
'Shannon Jones',5.0,0.0,0.0,0.0,1.0,6.0,0.8333333333333334,0.0,0.16666666666666666
 'Bart van Hoek ',1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
 'Bertil Schuil ',1.0,0.0,0.0,0.0,2.0,3.0,0.3333333333333333,0.0,0.6666666666666666
 'Timothy Bovard',2.0,0.0,0.0,0.0,1.0,3.0,0.6666666666666666,0.0,0.3333333333333333
 'Sean Pattwell ',1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
 'Mike Elliott ',1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
 'Marc der Kinderen ',1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
'Kirin Narula ',1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
 'Chan Chee Keong ',1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
 'Warren Chan',1.0,0.0,0.0,0.0,6.0,7.0,0.14285714285714285,0.0,0.8571428571428571
 'Raymond Fan',0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0
 'Cecilia Lulli',1.0,0.0,0.0,0.0,7.0,8.0,0.125,0.0,0.875
 'Felipe Corcuera',2.0,0.0,0.0,0.0,7.0,9.0,0.2222222222222222,0.0,0.7777777777777778
 'Clement Lucas',1.0,0.0,0.0,0.0,6.0,7.0,0.14285714285714285,0.0,0.8571428571428571
'Nicholas Tse ',1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
'Kent Weaver',95.0,2.0,20.0,0.0,56.0,173.0,0.5491329479768786,0.11560693641618497,0.3352601156069364
 'Peter Schober',19.0,1.0,5.0,1.0,16.0,42.0,0.4523809523809524,0.11904761904761904,0.42857142857142855
'Michael Miles',26.0,0.0,4.0,0.0,17.0,47.0,0.5531914893617021,0.0851063829787234,0.3617021276595745
 'Carlos Saez',22.0,0.0,2.0,0.0,17.0,41.0,0.5365853658536586,0.04878048780487805,0.4146341463414634
'Chris Hendriksen',3.0,0.0,0.0,0.0,5.0,8.0,0.375,0.0,0.625
 'Kevin Agatstein',1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
 'Brian Douglas',1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
 'Matthew Jarman',1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
 'Mukund Krishna',1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
 'Jeffrey Lampe',1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
 'Satish Malnaik',1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
 'Prashant Mitta',1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
 'Tej Shah',1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
 'Jay Sitaram',1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
 'Jake Nicholson',5.0,0.0,0.0,0.0,0.0,5.0,1.0,0.0,0.0
 'Wayne Kocourek ',1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
" ""Brian O'Connor""",3.0,0.0,1.0,0.0,0.0,4.0,0.75,0.25,0.0
 'Michael Grabenstein',2.0,0.0,1.0,0.0,0.0,3.0,0.6666666666666666,0.3333333333333333,0.0
 'Bill Williams ',1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
 'Chris Hendriksen',2.0,0.0,0.0,0.0,5.0,7.0,0.2857142857142857,0.0,0.7142857142857143
 'Daniel Krizek ',1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
 'Casey Lynch ',1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
 'Andy Schoonover',2.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0
 'Andy Shah ',1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
 'Luke Barthelmess',1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
 'Rick Taketa',2.0,0.0,0.0,0.0,6.0,8.0,0.25,0.0,0.75
'Steve Ressler',5.0,0.0,0.0,0.0,4.0,9.0,0.5555555555555556,0.0,0.4444444444444444
 'Will Bressman',1.0,1.0,0.0,0.0,23.0,25.0,0.04,0.0,0.96
'J.T. Fitzgerald',23.0,1.0,6.0,0.0,13.0,43.0,0.5348837209302325,0.13953488372093023,0.32558139534883723
 'Jay Ferst',1.0,0.0,2.0,0.0,1.0,4.0,0.25,0.5,0.25
 'Dom Ferst',1.0,0.0,2.0,0.0,1.0,4.0,0.25,0.5,0.25
 'Bruno Demory ',1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
 'Nurit Amdur ',1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
 'Rick Amdur ',1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
 'Greg Warnock ',1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
 'Gary Williams ',1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
 'Ben Peterson ',1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
 'Khary Robinson',1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
'James Goodman',3.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0
'Michael Xu',1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
 'Juan Vergara Fuenmayor',1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
 'David Spigelman ',1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
 'Sumit Garg',3.0,0.0,0.0,0.0,1.0,4.0,0.75,0.0,0.25
'Tim Rooney ',1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
 'Juan Serrano ',1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
 'Zach Golub ',1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
'Fernando Herrero ',1.0,0.0,0.0,0.0,2.0,3.0,0.3333333333333333,0.0,0.6666666666666666
 'Ignacio Izquierdo Saugar',1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
 'Richard Vaughan ',1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
 'Luis Camilleri Terrer',2.0,0.0,0.0,0.0,2.0,4.0,0.5,0.0,0.5
 'Jorge Maortua ',14.0,2.0,2.0,1.0,11.0,30.0,0.4666666666666667,0.06666666666666667,0.4666666666666667
 'Stephane Metral ',1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
 'Jorge Zubiaga Urrestarazu',1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
 'Juan Antonio Gmez Bul ',1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
 'Jaime Carvajal y Urquijo ',1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
 'Carlos Cirvide ',1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
 'Gonzalo Artiach Louit ',1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
 'Marisol Quintero ',1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
 'Maurice Locher ',1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
 'Manuel Jess Garca ',1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
 'Juan Enrique Bleda ',1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
 'Juan Manuel Martnez Galn ',1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
 'Lina Ramrez ',1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
 'Enrique Chamorro ',1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
 'Francisco lvarez ',1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
 'Alejandra Pastor-Peris ',1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
 'Jaime Prez Guitin ',1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
 'Iigo Guinea Olbarri ',1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
 'Pilar Pamies ',1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
'Gerald Risk',75.0,1.0,21.0,0.0,28.0,125.0,0.6,0.168,0.232
 'Angel Alvarez Cadavieco',16.0,1.0,1.0,0.0,23.0,41.0,0.3902439024390244,0.024390243902439025,0.5853658536585366
 'Guillermo Zambrano',13.0,1.0,1.0,0.0,13.0,28.0,0.4642857142857143,0.03571428571428571,0.5
 'James Donovan ',1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
 'Roy Richards Jr. ',1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
'Tomas Bergstrand',19.0,0.0,7.0,0.0,15.0,41.0,0.4634146341463415,0.17073170731707318,0.36585365853658536
 'John Patrick Quann ',1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
'Matthew Brady',1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
'Andy Wattula ',1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
 'Ethan Rudin ',1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
 'Ed McGovern ',1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
 'Jaime Kiehn ',1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
 'Sergei Kaminskiy ',1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
'Jim Johnson',17.0,0.0,7.0,0.0,1.0,25.0,0.68,0.28,0.04
 'James Vandervelden',1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
 'Bob Hannon',1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
'Jackson Pan',1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
 'Jacky Sa',1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
 'Chris Hua',1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
 'Gaurav Mathur',1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
 'TJ Kaloti',1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
 'Meng Tang',1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
 'Philip Protomanni',1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
 'Sumaiya Jannat',1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
 'James MingXu Zhang',1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
 'Amjad (A.J.) Patel',1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
 'Jon Davies',1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
 'Andy Mak',1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
 'Guillermo Pendola',1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
 'Marcio Kawassaki',1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
 'Zulfiqar Azam',1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
 'William Ma',1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
 'Robert Nicolas',1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
 'Fabio Serpa',1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
 'Suday Jain',1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
 'Adam Barker',1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
 'Tony Ibarguen ',1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
'Eric Hautemont ',1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
'Don Nelson',1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
 'Brad Barkin',1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
 'Dan Kingston',1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
 'Mark McLaughlin',1.0,0.0,0.0,0.0,2.0,3.0,0.3333333333333333,0.0,0.6666666666666666
 'Girish Pashilkar',2.0,0.0,0.0,0.0,1.0,3.0,0.6666666666666666,0.0,0.3333333333333333
 'Nick Alexos ',1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
'Charles Winograd ',1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
 'David Mindell ',1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
 'George Rossolatos',1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
 'Todd Worsley',1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
 'David Provost ',1.0,0.0,0.0,0.0,2.0,3.0,0.3333333333333333,0.0,0.6666666666666666
 'Dennis Chookaszian',5.0,0.0,0.0,0.0,1.0,6.0,0.8333333333333334,0.0,0.16666666666666666
 'Steve Morrissette ',1.0,0.0,0.0,0.0,1.0,2.0,0.5,0.0,0.5
"""Brian O'Connor""",7.0,0.0,1.0,0.0,2.0,10.0,0.7,0.1,0.2
 'Will Daly',4.0,0.0,0.0,0.0,1.0,5.0,0.8,0.0,0.2
 'Josh Dennis',3.0,0.0,0.0,0.0,2.0,5.0,0.6,0.0,0.4
 'Rich Herrick ',4.0,0.0,0.0,0.0,1.0,5.0,0.8,0.0,0.2
 'Mark Agnew',4.0,0.0,0.0,0.0,5.0,9.0,0.4444444444444444,0.0,0.5555555555555556
 'Patrick Dickinson',4.0,0.0,0.0,0.0,1.0,5.0,0.8,0.0,0.2
 'Scott Donaldson',4.0,0.0,0.0,0.0,1.0,5.0,0.8,0.0,0.2
 'Joe Higgins ',4.0,0.0,0.0,0.0,1.0,5.0,0.8,0.0,0.2
 'Alex Hodgkin',4.0,0.0,0.0,0.0,2.0,6.0,0.6666666666666666,0.0,0.3333333333333333
 'Steven Kaplan',4.0,0.0,0.0,0.0,1.0,5.0,0.8,0.0,0.2
 'Brad Morehead ',5.0,0.0,0.0,0.0,1.0,6.0,0.8333333333333334,0.0,0.16666666666666666
 'Ellen Rudnick ',4.0,0.0,0.0,0.0,1.0,5.0,0.8,0.0,0.2
 'Alex Schneider',4.0,0.0,0.0,0.0,1.0,5.0,0.8,0.0,0.2
 'David Sulaski',4.0,0.0,0.0,0.0,1.0,5.0,0.8,0.0,0.2
 'Joel Feldmann',4.0,0.0,0.0,0.0,2.0,6.0,0.6666666666666666,0.0,0.3333333333333333
'Grant Schafle',78.0,0.0,30.0,0.0,8.0,116.0,0.6724137931034483,0.25862068965517243,0.06896551724137931
 'Frank Van Lint ',2.0,0.0,0.0,0.0,3.0,5.0,0.4,0.0,0.6
 'Andrew Savin',1.0,0.0,0.0,0.0,1.0,2.0,0.5,0.0,0.5
 'Joe Topper',1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
 'Maura Topper ',1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
 'Jim Vesterman',1.0,0.0,0.0,0.0,3.0,4.0,0.25,0.0,0.75
'Simon Webster',11.0,1.0,3.0,1.0,19.0,35.0,0.3142857142857143,0.08571428571428572,0.6
 'Andrew Schemmel',3.0,0.0,0.0,0.0,1.0,4.0,0.75,0.0,0.25
 'Luis Navarro ',1.0,0.0,0.0,0.0,3.0,4.0,0.25,0.0,0.75
 'Rajesh Sood ',5.0,0.0,0.0,0.0,3.0,8.0,0.625,0.0,0.375
'Nathan Tam ',1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
 'Jordan Goodman ',1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
 'Shamez Virani ',1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
 'Benjie Thomas ',1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
 'Adam Spears',1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
 'Ari Shomair ',1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
'Hugh Campbell',1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
 'Bryce Phillips ',1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
 'Andy Devereaux ',1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
'Kevin Taweel',52.0,0.0,5.0,0.0,9.0,66.0,0.7878787878787878,0.07575757575757576,0.13636363636363635
 'Mahesh Rajasekharan',1.0,0.0,0.0,0.0,1.0,2.0,0.5,0.0,0.5
 'Brandon Nixon',1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
 'Michael MacMillan ',1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
 'Rick Gustafson ',2.0,0.0,0.0,0.0,6.0,8.0,0.25,0.0,0.75
 'Jake Mizrahi ',1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
 'John Doyle',1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
'Roderick Jones ',1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
 'Art Harper ',1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
 'Randy Massengale ',1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
 'Scott Svenson ',1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
'Mikaela Hensen ',1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
 'Gerard Mansfield',1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
 'Stephen Luck',1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
 'Mario Sicilia ',6.0,1.0,0.0,0.0,4.0,11.0,0.5454545454545454,0.0,0.45454545454545453
 'Jose Antonio Fernandez Garza-Laguera ',1.0,0.0,0.0,0.0,4.0,5.0,0.2,0.0,0.8
 'Luke Hedlund',4.0,0.0,0.0,0.0,2.0,6.0,0.6666666666666666,0.0,0.3333333333333333
'Dan Mahone ',1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
 'Jerry Korum ',1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
 'Clyde Fossum',1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
 'Jay Davis',20.0,2.0,2.0,0.0,43.0,67.0,0.29850746268656714,0.029850746268656716,0.6716417910447762
 'Jason Pananos',18.0,2.0,0.0,0.0,42.0,62.0,0.2903225806451613,0.0,0.7096774193548387
 'Mark Timer ',1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
 'Mark Anderegg',4.0,0.0,1.0,0.0,7.0,12.0,0.3333333333333333,0.08333333333333333,0.5833333333333334
 'Josh Volen ',1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
 'Thomas Malloy',1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
 'Marcos Jorge Leon ',1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
 'Christopher Torto ',1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
 'Peter Wilson',4.0,0.0,0.0,0.0,0.0,4.0,1.0,0.0,0.0
 'Mario Nigro',3.0,0.0,0.0,1.0,9.0,13.0,0.23076923076923078,0.0,0.7692307692307693
 'Allan MacKenzie ',1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
'Felipe Kuhlmann Latapi',0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0
'Len Bartolom ',14.0,0.0,3.0,0.0,11.0,28.0,0.5,0.10714285714285714,0.39285714285714285
 'Robert Smelick ',1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
'Daniel Kracke ',1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
 'Chelsea Virga ',1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
 'Michael W. Hinshaw,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
 'James Toone',1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
'Stephan Duggan ',1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
'James Disher',3.0,0.0,0.0,0.0,1.0,4.0,0.75,0.0,0.25
'Girish Pashilkar',3.0,0.0,0.0,0.0,1.0,4.0,0.75,0.0,0.25
'Tom Mitura',1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
'Jan-Henning Woitschatzke',5.0,0.0,1.0,0.0,7.0,13.0,0.38461538461538464,0.07692307692307693,0.5384615384615384
 'Harald Sommerer ',1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
 'Tom Fencl ',1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
'Hunter Dye',1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
'Austin Helms ',1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
 'Justin Mueller ',1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
 'Macon Carroll',14.0,0.0,0.0,0.0,30.0,44.0,0.3181818181818182,0.0,0.6818181818181818
 'Tyler Tonnesen ',1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
 'Jerome Trehy ',1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
 'Houston Summers ',1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
 'Sebastian Williams ',1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
'SHARIQUE HASAN ',1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
 'Alessio Baraldi',1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
 'Bina Khan ',1.0,0.0,0.0,0.0,1.0,2.0,0.5,0.0,0.5
 'Ken Kirkham ',1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
 'Leonid Vernovskiy ',1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
 'Leonard Schlesinger ',1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
'LAURA WITT ',1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
 'JIM BLAYNEY ',1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
 'GARY OLSON ',1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
 'Jesus Lanza',2.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0
 'Christophe Jungels-Winkler',1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
'Robert Graham',1.0,0.0,0.0,0.0,4.0,5.0,0.2,0.0,0.8
 'Eli Drucker',1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
 'Alex Stavros',5.0,0.0,0.0,0.0,2.0,7.0,0.7142857142857143,0.0,0.2857142857142857
 'Isaac Levy',3.0,0.0,1.0,0.0,0.0,4.0,0.75,0.25,0.0
 'John Shoaf',3.0,0.0,0.0,0.0,4.0,7.0,0.42857142857142855,0.0,0.5714285714285714
'Mark Anderegg',5.0,0.0,2.0,0.0,7.0,14.0,0.35714285714285715,0.14285714285714285,0.5
 'G.J. King ',1.0,1.0,0.0,0.0,21.0,23.0,0.043478260869565216,0.0,0.9565217391304348
 'Sara Rosenthal',8.0,1.0,0.0,0.0,24.0,33.0,0.24242424242424243,0.0,0.7575757575757576
 'Roberto Gmez ',1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
 'Antonio Carranceja ',1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
 'Jos Moreno',8.0,0.0,0.0,1.0,18.0,27.0,0.2962962962962963,0.0,0.7037037037037037
 'Thys Visser',2.0,0.0,0.0,0.0,1.0,3.0,0.6666666666666666,0.0,0.3333333333333333
 'Eduardo Machado ',2.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0
 'Simon Bores ',5.0,1.0,0.0,0.0,17.0,23.0,0.21739130434782608,0.0,0.782608695652174
 'Ignacio Olavarra',3.0,0.0,0.0,0.0,15.0,18.0,0.16666666666666666,0.0,0.8333333333333334
 'Jos Luis Bernal ',2.0,1.0,0.0,0.0,0.0,3.0,0.6666666666666666,0.0,0.3333333333333333
 'Francisco Galiana ',8.0,1.0,1.0,0.0,9.0,19.0,0.42105263157894735,0.05263157894736842,0.5263157894736842
 'Jos M. Jerz ',8.0,1.0,1.0,0.0,7.0,17.0,0.47058823529411764,0.058823529411764705,0.47058823529411764
 'Marcelo Castro Zappa',11.0,2.0,2.0,1.0,13.0,29.0,0.3793103448275862,0.06896551724137931,0.5517241379310345
 'Miguel  Albero ',12.0,2.0,1.0,1.0,14.0,30.0,0.4,0.03333333333333333,0.5666666666666667
 'Miguel Angel Cestero de Francisco ',11.0,2.0,2.0,1.0,11.0,27.0,0.4074074074074074,0.07407407407407407,0.5185185185185185
'Francisco Galiana ',9.0,1.0,1.0,0.0,9.0,20.0,0.45,0.05,0.5
'Jim Edmunds',103.0,1.0,16.0,1.0,49.0,170.0,0.6058823529411764,0.09411764705882353,0.3
 'Todd Taskey',1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
 'Parker Davis',1.0,0.0,0.0,0.0,1.0,2.0,0.5,0.0,0.5
'Wiley Curran ',1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
 'Patrick  Curran ',1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
 'Bill Dabbelt ',1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
 'Allison Bridges ',1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
 'Ron Hankins ',1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
'Thys Visser',3.0,0.0,0.0,0.0,1.0,4.0,0.75,0.0,0.25
 'Alisher Ashurov',1.0,0.0,1.0,0.0,3.0,5.0,0.2,0.2,0.6
 'Ricardo Kanitz ',2.0,0.0,0.0,0.0,2.0,4.0,0.5,0.0,0.5
 'Paulo Dalla Nora ',1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
 'Rachel Horta ',1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
 'Fernando Moreira ',1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
 'Eduardo Paoliello ',1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
'Scott Alderman',46.0,0.0,12.0,1.0,32.0,91.0,0.5054945054945055,0.13186813186813187,0.3626373626373626
 'Heather Payne',1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
 'Kristoff Puelinckx',1.0,0.0,0.0,0.0,7.0,8.0,0.125,0.0,0.875
 'Lucas Marulanda ',1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
 'Pedro Meja ',1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
 'Mauricio Saldarriaga ',1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
'Jason Hull',4.0,0.0,0.0,0.0,0.0,4.0,1.0,0.0,0.0
 'David Slenzak',4.0,0.0,0.0,0.0,0.0,4.0,1.0,0.0,0.0
