COUNTY,COUNT LOANS,SUM AVG VALUE LOANS
17189,30," $21,650,000 "
17027,59," $33,525,000 "
17157,44," $45,950,000 "
17133,22," $9,300,000 "
17145,7," $6,675,000 "
17121,53," $35,650,000 "
17077,66," $34,925,000 "
17001,137," $88,475,000 "
17149,4," $2,675,000 "
17009,4," $1,850,000 "
17049,101," $56,575,000 "
17101,10," $4,600,000 "
17185,18," $16,475,000 "
17033,24," $27,200,000 "
17159,17," $6,775,000 "
17079,37," $26,150,000 "
17025,20," $10,775,000 "
17191,22," $11,700,000 "
17047,0, $-   
17167,303," $213,925,000 "
17017,12," $4,275,000 "
17129,7," $3,025,000 "
17081,60," $38,250,000 "
17065,7," $3,000,000 "
17055,36," $25,075,000 "
17193,2," $3,750,000 "
17059,19," $7,700,000 "
17199,104," $64,225,000 "
17165,38," $19,525,000 "
17087,3," $750,000 "
17181,24," $12,625,000 "
17127,10," $7,025,000 "
17151,1," $1,500,000 "
17003,5," $3,750,000 "
17069,3," $1,175,000 "
17153,2," $1,750,000 "
29189,2603," $1,809,950,000 "
29071,375," $241,175,000 "
29099,145," $76,300,000 "
29073,9," $14,000,000 "
29221,39," $22,575,000 "
29187,77," $36,750,000 "
29186,82," $54,825,000 "
29055,7," $6,275,000 "
29510,1328," $1,106,625,000 "
29183,731," $444,650,000 "
29163,24," $14,400,000 "
29113,61," $33,175,000 "
29139,20," $10,075,000 "
29219,41," $25,625,000 "
29007,2," $500,000 "
29173,39," $21,125,000 "
29027,319," $189,000,000 "
29127,23," $14,150,000 "
29045,5," $1,675,000 "
29121,18," $10,700,000 "
29199,3," $2,425,000 "
29205,5," $1,675,000 "
29111,8," $7,750,000 "
29137,27," $14,325,000 "
29103,6," $2,775,000 "
29001,16," $6,100,000 "
29175,22," $10,875,000 "
29197,1," $675,000 "
29171,0, $-   
29211,4," $2,700,000 "
29115,2," $500,000 "
29041,11," $7,375,000 "
29179,4," $1,425,000 "
29093,3," $2,425,000 "
29123,2," $1,750,000 "
29065,4," $3,500,000 "
29223,2," $925,000 "
29157,36," $34,050,000 "
29017,2," $1,350,000 "
29031,220," $138,575,000 "
29207,37," $22,800,000 "
29201,7," $4,275,000 "
29143,11," $11,700,000 "
29133,108," $56,975,000 "
29069,16," $8,925,000 "
29155,31," $17,325,000 "
29035,4," $1,850,000 "
29023,69," $35,325,000 "
29181,11," $4,850,000 "
29107,18," $9,125,000 "
29095,1617," $1,138,375,000 "
29101,43," $22,450,000 "
29037,101," $70,350,000 "
29177,12," $4,275,000 "
29165,208," $118,300,000 "
29195,6," $1,925,000 "
29159,94," $71,075,000 "
29047,400," $278,625,000 "
29033,9," $6,350,000 "
29049,13," $4,525,000 "
29025,6," $6,850,000 "
29021,126," $77,250,000 "
29075,2," $925,000 "
29081,12," $7,950,000 "
29227,1," $250,000 "
29003,31," $14,500,000 "
29063,0, $-   
29147,15," $6,300,000 "
29005,6," $4,025,000 "
29061,47," $21,325,000 "
29087,4," $5,100,000 "
29117,6," $2,350,000 "
29129,3," $750,000 "
29079,1," $250,000 "
29013,13," $8,175,000 "
29185,3," $750,000 "
29083,26," $9,900,000 "
29217,15," $8,275,000 "
29011,4," $2,275,000 "
29015,6," $1,925,000 "
29039,9," $3,950,000 "
29097,187," $104,250,000 "
29109,52," $27,200,000 "
29057,5," $1,675,000 "
29145,41," $26,000,000 "
29119,15," $5,875,000 "
29009,19," $14,300,000 "
29125,58," $31,075,000 "
29151,15," $13,525,000 "
29019,110," $59,900,000 "
29141,16," $13,425,000 "
29135,7," $3,025,000 "
29029,67," $36,250,000 "
29131,51," $21,175,000 "
29053,16," $6,950,000 "
29051,110," $77,475,000 "
29105,24," $11,050,000 "
29089,15," $9,100,000 "
29085,12," $4,275,000 "
29161,22," $11,700,000 "
29215,8," $9,350,000 "
29149,4," $2,250,000 "
29203,9," $3,950,000 "
29169,17," $9,200,000 "
29059,1," $250,000 "
29229,7," $2,175,000 "
29091,57," $34,675,000 "
29167,30," $10,875,000 "
29077,657," $423,650,000 "
29209,69," $32,450,000 "
29213,108," $47,625,000 "
29153,2," $500,000 "
29067,4," $2,250,000 "
29043,86," $56,100,000 "
29225,36," $22,275,000 "
20087,18," $13,250,000 "
20005,11," $6,525,000 "
20043,11," $4,450,000 "
20103,114," $70,775,000 "
20045,128," $69,950,000 "
20059,35," $28,500,000 "
20209,297," $213,025,000 "
20011,1," $250,000 "
20003,6," $5,175,000 "
20107,4," $2,250,000 "
20121,63," $49,475,000 "
20091,1852," $1,272,850,000 "
20001,20," $17,800,000 "
20013,10," $9,100,000 "
20177,277," $182,850,000 "
20085,6," $6,450,000 "
20031,14," $8,850,000 "
20139,5," $2,100,000 "
20061,119," $75,000,000 "
20197,15," $13,950,000 "
20131,36," $36,175,000 "
20117,13," $13,125,000 "
20149,31," $17,325,000 "
20161,30," $13,425,000 "
20201,15," $7,975,000 "
20041,29," $18,475,000 "
20111,46," $34,500,000 "
20037,23," $25,075,000 "
20205,5," $3,775,000 "
20021,58," $39,325,000 "
20207,16," $9,475,000 "
20133,31," $30,650,000 "
20073,2," $500,000 "
20049,1," $675,000 "
20125,21," $7,775,000 "
20099,14," $15,350,000 "
20017,1," $675,000 "
20127,11," $5,275,000 "
20115,18," $11,650,000 "
20015,130," $85,925,000 "
20079,13," $9,525,000 "
20143,19," $10,950,000 "
20029,2," $500,000 "
20157,19," $9,800,000 "
20183,3," $2,425,000 "
20089,19," $12,200,000 "
20027,18," $11,525,000 "
20147,12," $6,800,000 "
20173,1188," $949,750,000 "
20077,8," $4,925,000 "
20095,17," $12,150,000 "
20191,25," $12,175,000 "
20035,35," $20,000,000 "
20007,12," $5,525,000 "
20155,84," $60,125,000 "
20151,22," $15,400,000 "
20019,2," $1,350,000 "
20097,0, $-   
20033,2," $925,000 "
20047,8," $4,525,000 "
20113,73," $70,875,000 "
20025,12," $7,950,000 "
20169,127," $106,375,000 "
20105,6," $3,175,000 "
20123,2," $925,000 "
20053,9," $6,450,000 "
20009,6," $5,600,000 "
20159,44," $38,525,000 "
20141,8," $4,950,000 "
20167,10," $5,025,000 "
20165,6," $1,925,000 "
20135,9," $5,200,000 "
20051,56," $43,625,000 "
20195,1," $250,000 "
20145,4," $3,100,000 "
20083,69," $34,300,000 "
20185,65," $32,550,000 "
20057,4," $3,525,000 "
20063,4," $2,250,000 "
20137,10," $11,100,000 "
20065,12," $8,475,000 "
20163,9," $4,775,000 "
20039,4," $2,275,000 "
20153,7," $3,025,000 "
20193,28," $15,750,000 "
20023,4," $2,675,000 "
20109,18," $16,050,000 "
20181,8," $6,500,000 "
20179,0, $-   
20199,2," $925,000 "
20071,5," $2,925,000 "
20069,79," $46,200,000 "
20055,1," $675,000 "
20075,2," $925,000 "
20081,2," $1,350,000 "
20119,11," $6,925,000 "
20093,7," $7,100,000 "
20101,3," $2,025,000 "
20171,0, $-   
20187,11," $8,525,000 "
20067,22," $17,150,000 "
20175,39," $22,175,000 "
20203,0, $-   
20129,5," $2,525,000 "
20189,2," $500,000 "
31023,12," $7,225,000 "
31177,85," $54,300,000 "
31025,36," $19,550,000 "
31155,22," $17,050,000 "
31109,695," $449,000,000 "
31173,31," $35,075,000 "
31039,14," $5,200,000 "
31021,8," $2,850,000 "
31153,344," $221,925,000 "
31055,1488," $1,077,600,000 "
31053,117," $74,750,000 "
31043,31," $15,225,000 "
31179,3," $750,000 "
31159,48," $30,925,000 "
31131,22," $10,150,000 "
31097,3," $2,850,000 "
31067,30," $10,875,000 "
31095,16," $16,800,000 "
31169,1," $675,000 "
31127,6," $2,775,000 "
31143,81," $40,925,000 "
31185,27," $13,800,000 "
31081,19," $16,925,000 "
31059,14," $12,125,000 "
31133,1," $675,000 "
31129,5," $4,500,000 "
31151,8," $2,425,000 "
31147,7," $3,000,000 "
31035,11," $5,700,000 "
31141,10," $4,200,000 "
31037,9," $3,100,000 "
31011,13," $10,275,000 "
31183,1," $675,000 "
31125,3," $2,000,000 "
31077,2," $500,000 "
31121,11," $4,875,000 "
31167,7," $2,175,000 "
31003,12," $8,050,000 "
31175,0, $-   
31071,3," $4,000,000 "
31119,13," $5,775,000 "
31139,91," $40,900,000 "
31051,16," $11,875,000 "
31089,18," $6,625,000 "
31149,5," $2,100,000 "
31017,8," $3,275,000 "
31027,14," $3,500,000 "
31107,10," $4,625,000 "
31015,2," $925,000 "
31103,0, $-   
31079,165," $98,425,000 "
31093,68," $42,300,000 "
31019,83," $41,500,000 "
31041,21," $18,050,000 "
31115,0, $-   
31163,3," $750,000 "
31009,0, $-   
31113,1," $250,000 "
31047,44," $37,350,000 "
31137,20," $20,550,000 "
31099,52," $33,175,000 "
31073,10," $7,850,000 "
31001,4," $2,675,000 "
31083,2," $925,000 "
31065,6," $2,350,000 "
31181,3," $2,850,000 "
31061,0, $-   
31063,2," $2,175,000 "
31087,1," $250,000 "
31145,22," $11,275,000 "
31057,2," $925,000 "
31029,1," $250,000 "
31085,4," $2,675,000 "
31111,54," $25,650,000 "
31135,9," $10,425,000 "
31117,0, $-   
31101,11," $3,600,000 "
31005,0, $-   
31069,4," $2,250,000 "
31049,0, $-   
31123,5," $3,350,000 "
31105,0, $-   
31033,12," $12,800,000 "
31031,15," $8,775,000 "
31171,1," $675,000 "
31007,12," $5,100,000 "
31091,1," $250,000 "
31165,52," $36,775,000 "
31161,12," $6,350,000 "
31013,12," $10,350,000 "
31075,0, $-   
31157,25," $10,450,000 "
31045,4," $1,425,000 "
22051,1090," $700,850,000 "
22089,68," $50,525,000 "
22057,149," $143,250,000 "
22087,28," $14,575,000 "
22075,74," $40,250,000 "
22093,21," $21,950,000 "
22095,59," $44,825,000 "
22071,1112," $779,175,000 "
22007,31," $24,250,000 "
22109,297," $221,025,000 "
22099,158," $121,650,000 "
22101,121," $105,900,000 "
22005,171," $111,525,000 "
22105,158," $101,325,000 "
22063,128," $61,875,000 "
22103,534," $328,925,000 "
22091,22," $19,450,000 "
22117,31," $16,100,000 "
22055,705," $470,225,000 "
22113,203," $151,425,000 "
22097,64," $33,600,000 "
22045,37," $21,850,000 "
22001,69," $43,700,000 "
22039,117," $62,625,000 "
22053,57," $37,800,000 "
22003,0, $-   
22023,14," $6,025,000 "
22019,335," $220,100,000 "
22011,25," $13,300,000 "
22115,21," $11,475,000 "
22079,207," $119,575,000 "
22033,1174," $813,575,000 "
22121,64," $45,175,000 "
22125,15," $7,525,000 "
22077,25," $12,150,000 "
22047,40," $23,150,000 "
22037,45," $26,575,000 "
22061,14," $6,875,000 "
22027,16," $7,775,000 "
22013,57," $42,025,000 "
22069,46," $22,675,000 "
22017,198," $116,425,000 "
22015,508," $321,100,000 "
22119,14," $14,225,000 "
22081,6," $3,175,000 "
22031,10," $7,125,000 "
22127,22," $14,625,000 "
22085,23," $10,375,000 "
22073,348," $205,950,000 "
22083,10," $7,850,000 "
22041,19," $9,275,000 "
22067,28," $16,150,000 "
22111,1," $250,000 "
22049,89," $62,450,000 "
22065,1," $250,000 "
22123,18," $10,825,000 "
22035,14," $11,350,000 "
22107,2," $500,000 "
22029,20," $13,725,000 "
22009,40," $20,075,000 "
22025,9," $5,200,000 "
22059,14," $11,700,000 "
22043,4," $1,425,000 "
22021,6," $6,000,000 "
5079,30," $27,150,000 "
5069,62," $30,275,000 "
5053,26," $11,150,000 "
5025,0, $-   
5041,6," $3,600,000 "
5011,9," $5,500,000 "
5003,27," $13,825,000 "
5017,7," $4,700,000 "
5043,8," $4,925,000 "
5039,3," $2,425,000 "
5103,5," $4,925,000 "
5013,25," $15,850,000 "
5019,24," $14,725,000 "
5099,3," $1,600,000 "
5139,77," $44,875,000 "
5027,27," $18,700,000 "
5057,30," $20,400,000 "
5081,9," $5,200,000 "
5133,14," $7,600,000 "
5073,4," $2,250,000 "
5061,1," $675,000 "
5091,37," $18,900,000 "
5113,2," $1,350,000 "
5109,4," $1,000,000 "
5051,45," $29,425,000 "
5059,135," $72,375,000 "
5125,124," $68,250,000 "
5097,10," $4,200,000 "
5127,21," $15,225,000 "
5029,26," $16,900,000 "
5105,4," $2,250,000 "
5119,1037," $650,175,000 "
5001,11," $8,950,000 "
5067,3," $1,175,000 "
5147,32," $16,900,000 "
5085,45," $18,425,000 "
5145,85," $44,400,000 "
5141,2," $925,000 "
5117,34," $14,850,000 "
5063,18," $14,050,000 "
5123,9," $6,350,000 "
5095,12," $6,375,000 "
5045,157," $94,425,000 "
5149,8," $5,775,000 "
5137,16," $13,025,000 "
5023,21," $14,725,000 "
5115,97," $49,200,000 "
5107,14," $9,275,000 "
5037,2," $500,000 "
5035,53," $22,975,000 "
5093,33," $20,350,000 "
5077,19," $6,025,000 "
5111,13," $9,850,000 "
5055,50," $25,925,000 "
5031,205," $116,825,000 "
5075,11," $9,025,000 "
5021,6," $6,000,000 "
5121,11," $4,025,000 "
5135,2," $500,000 "
5065,54," $38,650,000 "
5049,1," $250,000 "
5005,58," $27,050,000 "
5015,18," $11,625,000 "
5009,4," $2,250,000 "
5101,7," $3,025,000 "
5089,57," $32,050,000 "
5129,5," $6,175,000 "
5087,202," $133,250,000 "
5143,227," $138,475,000 "
5007,422," $226,350,000 "
5047,14," $10,525,000 "
5071,20," $12,050,000 "
5083,9," $4,775,000 "
5131,262," $154,725,000 "
5033,77," $45,525,000 "
40015,13," $6,200,000 "
40087,126," $86,300,000 "
40051,63," $37,425,000 "
40109,1956," $1,271,000,000 "
40031,54," $28,525,000 "
40083,40," $17,600,000 "
40049,33," $22,675,000 "
40017,218," $134,075,000 "
40149,14," $6,875,000 "
40073,35," $27,375,000 "
40027,371," $219,850,000 "
40039,42," $18,125,000 "
40119,83," $39,525,000 "
40019,20," $11,625,000 "
40099,14," $12,625,000 "
40011,42," $33,300,000 "
40075,3," $2,425,000 "
40081,35," $22,925,000 "
40125,89," $59,575,000 "
40137,112," $56,750,000 "
40047,116," $67,325,000 "
40117,14," $8,550,000 "
40103,98," $59,725,000 "
48453,3706," $2,313,550,000 "
40095,22," $17,075,000 "
40069,60," $38,300,000 "
40085,82," $35,300,000 "
40005,4," $4,250,000 "
40067,1," $1,500,000 "
40013,54," $23,950,000 "
40065,26," $14,850,000 "
40055,3," $1,600,000 "
40141,6," $4,025,000 "
40033,7," $9,500,000 "
40057,4," $1,850,000 "
40009,39," $23,450,000 "
40129,9," $3,525,000 "
40043,10," $7,450,000 "
40003,4," $1,850,000 "
40151,17," $8,900,000 "
40093,20," $9,675,000 "
40053,7," $4,275,000 "
40153,62," $42,375,000 "
40045,8," $6,950,000 "
40059,4," $1,850,000 "
40007,12," $4,275,000 "
40139,19," $10,975,000 "
40025,3," $750,000 "
48421,20," $13,725,000 "
40113,46," $39,375,000 "
40147,33," $15,825,000 "
40105,36," $21,950,000 "
40145,72," $46,350,000 "
40143,1692," $1,156,525,000 "
40037,144," $83,625,000 "
40107,37," $21,325,000 "
40131,187," $133,975,000 "
40035,50," $37,750,000 "
40097,11," $4,450,000 "
40111,9," $3,100,000 "
40041,15," $7,975,000 "
40115,26," $17,725,000 "
40001,4," $4,675,000 "
40021,33," $15,850,000 "
40101,55," $27,525,000 "
40121,52," $34,175,000 "
40091,3," $1,175,000 "
40061,18," $11,550,000 "
40135,31," $15,200,000 "
40127,34," $16,800,000 "
40023,24," $11,025,000 "
40063,14," $8,525,000 "
40029,7," $3,875,000 "
40077,14," $7,275,000 "
40079,34," $21,350,000 "
40089,17," $8,450,000 "
40123,8," $2,000,000 "
40071,36," $18,725,000 "
40133,22," $11,400,000 "
48113,7406," $5,382,675,000 "
48085,2077," $1,492,900,000 "
48121,1188," $766,225,000 "
48181,163," $89,875,000 "
48439,3346," $2,175,175,000 "
48397,234," $115,500,000 "
48257,199," $94,225,000 "
48139,138," $71,625,000 "
48349,81," $55,275,000 "
48467,66," $30,725,000 "
48213,40," $17,600,000 "
48231,116," $71,275,000 "
48423,480," $289,950,000 "
48379,2," $500,000 "
48499,31," $17,850,000 "
48277,102," $60,025,000 "
48387,9," $4,800,000 "
48147,22," $12,975,000 "
48119,14," $5,200,000 "
48223,74," $44,400,000 "
48063,16," $7,800,000 "
48459,95," $55,500,000 "
48449,14," $4,775,000 "
48159,45," $33,900,000 "
48037,124," $77,825,000 "
48067,73," $47,875,000 "
48315,7," $4,275,000 "
48343,13," $8,625,000 "
48203,57," $35,100,000 "
48183,291," $161,500,000 "
48401,20," $9,225,000 "
48365,95," $56,650,000 "
48419,8," $4,100,000 "
48001,79," $40,575,000 "
48073,64," $42,100,000 "
48347,49," $26,875,000 "
48161,28," $21,425,000 "
48289,28," $29,150,000 "
48455,11," $5,700,000 "
48225,14," $6,450,000 "
48293,4," $2,675,000 "
48471,52," $26,800,000 "
48313,1," $250,000 "
48005,148," $73,875,000 "
48351,25," $12,050,000 "
48405,44," $29,950,000 "
48403,13," $4,925,000 "
48241,22," $17,450,000 "
48373,66," $40,925,000 "
48457,12," $5,100,000 "
48367,261," $169,300,000 "
48251,341," $192,175,000 "
48497,113," $67,300,000 "
48221,46," $29,200,000 "
48425,82," $53,525,000 "
48035,19," $16,300,000 "
48217,43," $22,750,000 "
48363,8," $2,425,000 "
48337,18," $11,200,000 "
48077,22," $9,750,000 "
48237,31," $19,725,000 "
48097,97," $59,025,000 "
48485,159," $82,400,000 "
48009,66," $46,150,000 "
48487,2," $3,750,000 "
48275,6," $5,675,000 "
48447,8," $4,100,000 "
48503,17," $10,975,000 "
48023,0, $-   
48155,11," $5,275,000 "
48207,1," $250,000 "
48143,97," $42,275,000 "
48429,32," $17,575,000 "
48417,70," $33,475,000 "
48093,10," $6,275,000 "
48049,36," $19,850,000 "
48133,26," $27,425,000 "
48193,7," $3,425,000 "
48059,74," $44,925,000 "
48333,15," $8,700,000 "
48083,13," $6,200,000 "
48027,279," $160,400,000 "
48331,44," $35,700,000 "
48491,775," $454,200,000 "
48145,25," $19,100,000 "
48099,16," $8,225,000 "
48281,10," $3,775,000 "
48309,419," $252,375,000 "
48053,90," $37,650,000 "
48051,5," $2,100,000 "
48287,8," $2,850,000 "
48395,35," $14,700,000 "
48319,7," $2,175,000 "
48399,6," $2,775,000 "
48307,0, $-   
48327,0, $-   
48299,49," $27,175,000 "
48411,5," $2,100,000 "
48095,4," $2,275,000 "
48267,0, $-   
48265,93," $49,425,000 "
48171,72," $31,000,000 "
48451,124," $62,250,000 "
48081,15," $9,600,000 "
48435,6," $4,025,000 "
48235,52," $30,475,000 "
48383,16," $9,050,000 "
48413,6," $3,600,000 "
48105,4," $1,425,000 "
48465,32," $13,500,000 "
48431,1," $250,000 "
48201,10225," $7,163,125,000 "
48157,1447," $913,225,000 "
48339,996," $581,025,000 "
48185,87," $53,000,000 "
48407,27," $10,975,000 "
48291,56," $35,675,000 "
48473,135," $71,325,000 "
48199,46," $31,050,000 "
48321,28," $18,975,000 "
48089,13," $6,625,000 "
48015,110," $56,025,000 "
48481,68," $32,400,000 "
48039,332," $179,475,000 "
48477,13," $4,100,000 "
48239,35," $27,450,000 "
48057,8," $2,425,000 "
48167,551," $294,450,000 "
48071,146," $99,950,000 "
48361,68," $51,575,000 "
48245,521," $348,325,000 "
48041,313," $190,000,000 "
48149,98," $55,450,000 "
48469,174," $84,225,000 "
48175,27," $16,425,000 "
48391,11," $8,200,000 "
48177,26," $12,700,000 "
48123,46," $39,525,000 "
48285,34," $28,125,000 "
48283,1," $675,000 "
48013,59," $37,150,000 "
48029,3095," $2,057,175,000 "
48325,46," $25,300,000 "
48019,19," $14,200,000 "
48259,8," $4,950,000 "
48163,7," $2,600,000 "
48091,168," $94,700,000 "
48311,0, $-   
48297,40," $20,000,000 "
48031,47," $28,975,000 "
48479,367," $178,925,000 "
48507,19," $13,125,000 "
48255,2," $925,000 "
48493,67," $33,500,000 "
48505,8," $5,350,000 "
48025,28," $20,675,000 "
48187,408," $212,200,000 "
48209,281," $163,650,000 "
48355,583," $314,650,000 "
48249,51," $45,350,000 "
48131,67," $67,200,000 "
48409,44," $26,450,000 "
48007,46," $21,225,000 "
48261,1," $250,000 "
48047,2," $3,750,000 "
48247,19," $8,125,000 "
48427,1," $250,000 "
48273,0, $-   
48215,840," $454,650,000 "
48061,275," $129,600,000 "
48489,86," $38,700,000 "
48021,59," $31,500,000 "
48055,73," $43,525,000 "
48463,6," $4,025,000 "
48385,34," $16,400,000 "
48127,6," $3,600,000 "
48137,0, $-   
48271,0, $-   
48443,0, $-   
48323,35," $15,800,000 "
48359,3," $1,175,000 "
48117,23," $8,300,000 "
48179,9," $8,875,000 "
48483,10," $3,775,000 "
48357,0, $-   
48295,37," $20,600,000 "
48233,31," $31,175,000 "
48369,16," $8,200,000 "
48211,14," $8,450,000 "
48375,278," $183,000,000 "
48341,4," $1,850,000 "
48381,210," $105,475,000 "
48205,2," $1,750,000 "
48011,3," $750,000 "
48189,45," $29,025,000 "
48111,47," $22,600,000 "
48069,53," $33,375,000 "
48279,29," $14,850,000 "
48017,27," $10,150,000 "
48065,6," $5,175,000 "
48195,2," $1,750,000 "
48437,6," $2,350,000 "
48129,0, $-   
48087,5," $2,525,000 "
48393,23," $11,650,000 "
48045,1," $250,000 "
48075,1," $675,000 "
48191,0, $-   
48101,0, $-   
48345,1," $3,500,000 "
48125,1," $250,000 "
48153,7," $3,025,000 "
48197,1," $675,000 "
48107,9," $6,775,000 "
48269,0, $-   
48303,550," $353,425,000 "
48219,13," $8,275,000 "
48079,34," $34,700,000 "
48445,15," $7,950,000 "
48501,4," $1,000,000 "
48165,51," $32,575,000 "
48169,0, $-   
48033,2," $925,000 "
48305,98," $62,150,000 "
48115,2," $925,000 "
48317,105," $55,175,000 "
48253,19," $12,625,000 "
48433,4," $3,100,000 "
48353,0, $-   
48441,132," $67,500,000 "
48227,3," $4,425,000 "
48415,3," $750,000 "
48335,4," $4,675,000 "
48263,34," $22,300,000 "
48151,14," $14,625,000 "
48329,633," $480,600,000 "
48135,369," $221,500,000 "
48003,62," $48,725,000 "
48389,24," $9,375,000 "
48475,43," $22,100,000 "
48173,38," $22,350,000 "
48371,21," $9,075,000 "
48103,54," $42,225,000 "
48243,2," $925,000 "
48495,11," $5,300,000 "
48461,11," $6,125,000 "
48301,0, $-   
48141,888," $501,675,000 "
48043,10," $4,200,000 "
48229,28," $9,550,000 "
48377,3," $1,600,000 "
48109,1," $250,000 "
8059,1177," $732,775,000 "
8001,1011," $688,200,000 "
8031,2676," $1,889,925,000 "
8005,1796," $1,166,200,000 "
8035,357," $195,500,000 "
8013,1164," $747,175,000 "
8014,100," $58,900,000 "
8039,143," $60,900,000 "
8041,1183," $731,400,000 "
8119,8," $5,350,000 "
8047,1," $675,000 "
8093,7," $4,275,000 "
8049,30," $12,025,000 "
8037,295," $148,175,000 "
8117,89," $47,075,000 "
8107,127," $53,575,000 "
8065,9," $3,525,000 "
8069,551," $319,650,000 "
8057,0, $-   
8019,42," $26,675,000 "
8123,968," $587,950,000 "
8087,38," $17,950,000 "
8075,28," $16,575,000 "
8121,11," $5,675,000 "
8095,10," $5,000,000 "
8115,2," $1,350,000 "
8125,18," $10,400,000 "
8017,6," $4,450,000 "
8073,7," $3,425,000 "
8063,21," $10,300,000 "
8101,187," $102,400,000 "
8043,31," $16,175,000 "
8071,12," $7,525,000 "
8061,3," $1,600,000 "
8009,2," $3,750,000 "
8089,22," $17,075,000 "
8025,3," $750,000 "
8055,2," $3,750,000 "
8099,2," $925,000 "
8011,17," $9,175,000 "
8027,4," $2,275,000 "
8003,16," $6,950,000 "
8021,32," $20,000,000 "
8007,19," $18,925,000 "
8067,37," $27,925,000 "
8023,2," $925,000 "
8105,6," $3,175,000 "
8109,27," $12,125,000 "
8053,15," $10,350,000 "
8079,2," $500,000 "
8015,21," $8,200,000 "
8051,23," $7,850,000 "
8085,81," $43,650,000 "
8111,106," $54,800,000 "
8033,0, $-   
8083,41," $27,950,000 "
8113,45," $18,025,000 "
8091,8," $2,425,000 "
8029,23," $12,375,000 "
8077,307," $187,625,000 "
8045,94," $49,900,000 "
8081,0, $-   
8097,180," $85,125,000 "
8103,26," $17,325,000 "
56021,200," $106,350,000 "
56001,52," $36,025,000 "
56007,16," $10,200,000 "
56029,53," $28,525,000 "
56039,183," $80,800,000 "
56031,0, $-   
56015,9," $3,925,000 "
56027,3," $1,600,000 "
56009,37," $25,400,000 "
56013,67," $43,350,000 "
56037,100," $46,525,000 "
56043,0, $-   
56003,17," $11,700,000 "
56017,24," $13,575,000 "
56025,225," $126,925,000 "
56019,16," $8,950,000 "
56045,20," $12,900,000 "
56011,4," $2,250,000 "
56005,136," $88,100,000 "
56033,110," $54,750,000 "
56035,22," $11,425,000 "
56041,39," $35,125,000 "
56023,27," $20,650,000 "
16005,66," $26,625,000 "
16011,83," $46,600,000 "
16077,17," $7,625,000 "
16031,100," $66,275,000 "
16023,1," $675,000 "
16029,6," $5,175,000 "
16007,2," $500,000 "
16037,4," $1,000,000 "
16059,8," $6,100,000 "
16041,11," $9,775,000 "
16071,7," $4,275,000 "
16019,331," $166,725,000 "
16083,28," $21,725,000 "
16053,171," $100,950,000 "
16073,10," $8,275,000 "
16013,90," $39,250,000 "
16047,32," $16,750,000 "
16067,18," $10,700,000 "
16025,2," $500,000 "
16063,27," $16,225,000 "
16039,50," $29,625,000 "
16051,9," $3,100,000 "
16043,72," $32,825,000 "
16081,15," $6,275,000 "
16065,17," $8,875,000 "
16033,2," $500,000 "
16069,82," $53,625,000 "
16035,14," $9,700,000 "
16061,1," $250,000 "
16049,28," $15,700,000 "
16057,51," $26,150,000 "
16003,10," $7,025,000 "
16015,2," $500,000 "
16027,158," $88,225,000 "
16045,16," $9,375,000 "
16075,80," $41,275,000 "
16087,7," $3,850,000 "
16085,4," $2,250,000 "
16001,1176," $769,950,000 "
16017,74," $46,000,000 "
16055,368," $216,775,000 "
16079,20," $12,900,000 "
16021,15," $7,125,000 "
16009,12," $7,925,000 "
49013,51," $25,650,000 "
49049,1133," $743,900,000 "
49035,2970," $2,016,275,000 "
49047,77," $42,825,000 "
49011,738," $478,075,000 "
49043,92," $43,425,000 "
49029,24," $10,650,000 "
49045,41," $17,000,000 "
49009,2," $925,000 "
49033,1," $250,000 "
49051,211," $139,625,000 "
49057,360," $209,900,000 "
49003,65," $55,700,000 "
49005,213," $129,075,000 "
49007,8," $2,425,000 "
49015,33," $19,800,000 "
49037,47," $30,675,000 "
49019,0, $-   
49041,46," $29,225,000 "
49039,33," $14,525,000 "
49027,13," $10,325,000 "
49023,26," $18,475,000 "
49025,10," $9,850,000 "
49017,5," $4,500,000 "
49031,1," $250,000 "
49001,10," $5,450,000 "
49021,89," $35,225,000 "
49055,8," $4,525,000 "
49053,368," $177,425,000 "
4013,8379," $5,408,350,000 "
4021,228," $128,300,000 "
4007,33," $19,800,000 "
4019,1268," $762,800,000 "
4012,11," $9,675,000 "
4027,222," $129,200,000 "
4015,219," $114,725,000 "
4009,45," $29,500,000 "
4011,3," $3,250,000 "
4003,67," $42,725,000 "
4023,81," $42,400,000 "
4001,33," $26,650,000 "
4017,41," $27,900,000 "
4005,227," $121,100,000 "
35043,65," $40,700,000 "
35061,32," $15,575,000 "
35053,15," $5,025,000 "
35006,6," $6,025,000 "
35001,1253," $768,325,000 "
35057,6," $2,350,000 "
35049,298," $144,100,000 "
35039,9," $6,450,000 "
35031,65," $45,475,000 "
35045,175," $134,325,000 "
35028,23," $21,700,000 "
35055,44," $24,250,000 "
35047,21," $9,475,000 "
35051,12," $9,175,000 "
35007,16," $9,775,000 "
35019,3," $1,600,000 "
35033,3," $1,600,000 "
35021,0, $-   
35003,0, $-   
35017,21," $19,550,000 "
35013,266," $130,875,000 "
35023,2," $1,750,000 "
35029,16," $6,125,000 "
35035,49," $20,300,000 "
35009,0, $-   
35041,93," $43,100,000 "
35037,3," $750,000 "
